ReviewText,Review,Recommend
My 1st home delivery frm dm nyc n fast... n de pizza was mouthwatering yummm....,5,TRUE
Awesome lunch..... And special thanks Tarek bhai..�,4,TRUE
food quality was decent,3,FALSE
"Service Was Good. Restaurant Is So Nice, Near By Lal Khella. Waiter are Well Behaved. But Food Isn't So Good.",2,FALSE
Offer price B.B.Q pizza =500tk 2ta pasta =260+260=520tk(1ta free) atto faltu Khabar ami & amr frnds ra life a khai nai.1020tk purai panity gase�� test:0/10 service :2/10...,1,FALSE
Fantastic food !,5,TRUE
nothing was good.,1,FALSE
Waste of money...,1,FALSE
Valo,5,TRUE
kono rules nai... khabar o tasty na �� khub e faltu.,2,FALSE
Kisu bolar nai 100/100 Khowar test onek vlo Love it....,5,TRUE
Jedzonko dobre,4,TRUE
It's food quality is very good and so delicious...,5,TRUE
"All says Arabian master is mah 2nd Bari Ghar.... M loved thr food... N abt service?? All thr staff r lyk mah younger brother,,, #badol_Vai iz mah too much closer brother... n #Tareq_Vai (owner) unake nye r kichu ble lojja dbo naah... Jst thnq thnq brother foh open such an amazing side.... � �",5,TRUE
Pizza and other food was excellent and service are great.,4,TRUE
food quality totally nonsense. Price is ridiculously sky high.don't go there.vooter bari and pizza king much better,1,FALSE
Love their service...it was great!! Had great experience...will be visiting soon.. :) :),4,TRUE
BBQ pizza is so much tasty But the service is too much late They need to improve their service quality,4,TRUE
Very nice............... I love it,5,TRUE
had a great experience there. will be visiting again soon :),4,TRUE
"Yummy food, the service satisfied me. I loved it....",5,TRUE
Nice place in lalbagh ... Love da foods,5,TRUE
Food tastes good and fresh. Good service. Ambience is also good.,4,TRUE
"Great food, cosy atmosphere, healthy food, great for friends and family gathering...",3,FALSE
It used to be one of my favorite places for food but my last three visits were absolute disappointment. The chickens were so dry and tasteless. My favorite charbroiled chicken totally lost its texture and top of that they reduced the size of the chicken pieces. Hope the management take these issues seriously.,1,FALSE
good food! waiters are very well behaved!,4,TRUE
"Quality and test of food is not great, also food is not well coordinated so you have to ended up paying high for a family dinner. Also they are not transparent when put advertisement as last week they put advert that there will be buy one get one free but didn’t mention time frame so when I reach they told that time is over.",1,FALSE
Good food nice ambience friendly staff ...,4,TRUE
"Used to love the food, but recently they have deteriorated very badly. The chicken seem pre-cooked and reheated, and the flavours are not as vibrant. Portions have decreased, too, so I go to Namdo's downstairs instead.",1,FALSE
"Good one from you guys. Went there with colleagues. Food was great, and hospitality from you guys was amazing. A big shout out to Md sheikh sadi and Mr. Pear for your hospitality and all. Hope to visit you guys again soon. Keep up the great work...",4,TRUE
Food was quite good not that bad but it didn’t reached my expectations except their iced coffee latte had the worst bitter taste ever... I’ll be neutral with the services provided!!,3,FALSE
Good ambiance & love their food.,5,TRUE
That jamaican grill chicken was kinda okay and specially that hot wing was spicy which i liked among all of the items but the rice wasn't way too good :3 5/10 on that rice xD -_- overall it was good and yeah nice place,4,TRUE
"Nice hangout place, worth paying a visit.",4,TRUE
#negative review Place :Cafe bbq / bbq bd gulshan 2 Food : 6/10 Drinks :2/10 Service 2/10... Gelam ek friend er sathe khaite. 2 joner e pet motamuti vora cilo bole nilam share platter namer item ta jar price 1000 Platter includes all these and 2 drinks according to description. Pic dawa platter tar ar 2 ta fancy drink er. Order korar sathe sathe amak jigesh korlo sir drink ki niben. Bollam ki option ase? Bollo blue mojito na ki jani Ekta aro 2 -3 ta bollo and green apple er Ekta. Ami bollam apnader jei 2 ta iccha den eigula moddhe. Bollo sir blue ta e green apple ta ani? Bollam anen. Sudhu platter ta ar ei 2 ta drink amader dilo. Bolai vaguely platter ta sufficient na 2 joner jonno ar drink gila as usual fancy namer sprite. Minimum kono variety nai. Bill dawar somoy dekhlam total jeolhan 1150 howar kotha.ami deke Ekjon o bollam drinks to included she bollo sir taito asole sorry vul maybe.pore arekjon eshe bollo na sir vul nai.ami bollam drinks to included na? Bola holo na sir drinks bolte sudhu sprite included Baki 2 ta paid. Apnak sprite ta ene dibo sir? Amak er age sprite ta dawa o hoinai bola o hoinai er kotha. Misleading information er jonno amar 2 ta rong be rong er sprite nite. Ami bolsi vai ami bill o dea disi ekhn sprite dea ki korbo? Amar kotha na sune tao ene dise.ami jigesh korlam amak clearly bola hoinai keno bolle hasi dilo sudhu Ekta. Ami kotha barai nai but barpari type misleading info dawa amar thik lage nai.,1,FALSE
extraordinary food quality.....,5,TRUE
"Good food. Excellent personalized service by Mr. Pear Ahmed, Assistant Restaurant Manager. Keep up the great food and service!",5,TRUE
Ordered Jamaican chicken with rice...it was a buy one get one offer...rise was tasteless....chicken was dry inside...disappointed...,1,FALSE
The Jamaican grill chicken one is celestial. Love that one. Always go back to BB.Q for that. I find it to be a bit pricy but it's worth it.,5,TRUE
affordable and the food tastes good too,5,TRUE
Worst chicken I've ever had ! decoration is up to the mark and that's why people intend to go there.. but the taste of food is not up to the standard! and also the price is so high according to the quality of the food!,1,FALSE
love their food and ambiance,4,TRUE
"Foods is average,Seating capacity is very close & congested,not maintain standard privacy & comfortableness.Employees with supervisor activities with behaves not attractive or standard in posh place in Gulshan 2. Hope they overcome all lack of service & food tastes , need price reasonable with excellent service. Thank u,Place :Cafe bbq Bangladesh gulshan 2Food :7/10,Drinks :4/10,Service : 4/10,Seating Space: 3/10,",3,FALSE
Nice movement First Last Love,4,TRUE
"Great decoration, good service but when it comes to food it could be a lot better. Took the Jamaican chicken. It was a little too sweet for me. I took rice as a side and it was burned. When confronted they replied that it was supposed to have a smoky flavor!!!! I don't know what they meant!!! Anyways the chicken was well cooked, the Mocha according to my friend was also good. Rice was regular vegetable fried rice, nothing special. I have had better fried rice at street carts.... Seemed pretty expensive compared to the quality of food they serve. Good place to hangout with friends and family though. Cheers!!! ***Went their a week or two ago.",3,FALSE
saran das CON baock I love yes ok baock good God look 9748176844,4,TRUE
excellent it was... we had our friends gettogether party here... food portion was enough service was vry friendly,5,TRUE
"Well decorated, good service but bad food. It could be lot better. It is not worthy with price they have taken.",2,FALSE
"Good environment. I liked it. Nice interior and comfortable seats. Liked it. Staffs are well manured. Liked it. bbq chickens were tasty. Liked it. Fried rice was melted like I am eating potato smash. Was disturbing. There was no water in wash room. Oh my God! In a diplomatic zone, what is it?! Disaster! I asked for wifo connection several times but no one could connect it to my phone saying that there is a problem. Aah. Okay, no complaints. It's okay.",3,FALSE
Worst service i got !! Waiting for 1 hour for the food !!!,1,FALSE
best chicken in town... must try if you love juicy chicken.,5,TRUE
Fantastic food . Must try the Korean platter. Best wishes to them,5,TRUE
"I like the play zone for my little one, I wish their food quality (taste) and quantity should be improved",4,TRUE
Worst service ever. I had the worst pizza ever and their price is more than too much.�,1,FALSE
The ongoing buy 1 get one free is a very good offer. This place serves up to the standard Korean style chicken items along with some more good stuff. Highly recommend for chicken lovers.,5,TRUE
Love this place .Very nice environment and people.They got some of my favorites so this is my most recommended restaurant...,5,TRUE
Only one problem . quantity is not sufficient .,3,FALSE
Review! Service 100 % (waiter sumit) Food 95 % Excellent experience @bbq.bangladesh Gulshan 2.,5,TRUE
"There food is good, I especially liked the fried rice alot.",4,TRUE
Great service! Great food!,5,TRUE
"aj k bbq dhanmondi te giyesilam,jamaican whole chicken order kore waiter k bolesilam jate well cooked kore dei, but na... ta koreni,breast er part gula well cooked silona!then half takeaway kore niye ashsi..!! tast:5/10",3,FALSE
Food quality ager theke onek baje... Service thik asche.. I think food quality next time valo hobe #bbq_gulshan,5,TRUE
it was good..but tooo spicy for me....,4,TRUE
No flavor in the overtly expensive chicken. Better to go to the much cheaper kfc or a local chicken joint,1,FALSE
Good Food � & Great Service. Been coming here for years & the best thing is that they are consistent in their food quality & service :),5,TRUE
They serve the best chicken in town! Happy with the service and the food,5,TRUE
দাম একটু বেশি.. খাবার অনেক জোশ! স্টাফদের ব্যবহার বেশ ভাল। আবারও খাওয়ার ইচ্ছে আছে।,4,TRUE
They serve very small quantities in Uttara branch. They serve 5 time smaller than their Advertisement pic.,2,FALSE
The food was very bad nd quality nd quantity was very less.,1,FALSE
"Amazing ambience, loved the smoking zone. Food was also amazing served in due time.",5,TRUE
Didn't like any of their food at all. Menu full of pages but very little on quality. Don't think would go back again.,1,FALSE
"দারুন খাবার, তবে নুন টা বড্ডো কম ছিলো !!",1,FALSE
Best service,5,TRUE
Verynice hengout Very alright food and service Spectacular IshMin,2,FALSE
price is too much,3,FALSE
Food so good and place meant And restaurant andvierment,4,TRUE
Warm Wishes for your good hospitality but price is high....,3,FALSE
"i have visited twice i liked the place for service, decoration, food. price is little expensive. need another branch in mirpur area.",4,TRUE
Quality food � awesome � environment best service,5,TRUE
tader chicken item onk tasty but problem holo amak inbox a bolar por din e amra 13jon giyechilm. kintu tara bollo offer ti naki 2din agei meyad sesh.aita khub e dissatisfaction chilo.ora nijerai surena oder offer er time niye .otherwise shob okay chilo.,2,FALSE
Worst food ever in my life...eat at your own risk ..,1,FALSE
I loved it,5,TRUE
Worst experience ever!!! I would request everyone not to waste money on such places.,1,FALSE
On of the worst food i tried in my life. Total waste of money.,1,FALSE
nice,5,TRUE
Awesome :D,5,TRUE
Not better in posh location. Employees need more training with smile,2,FALSE
"impressive service and food quality,Keep growing with quality.",5,TRUE
"Chicken tastes great, so delicious, love their chicken items",5,TRUE
Very poor service and the soup was far too creamy.��,2,FALSE
Excellent food 🥘 😊 very good customer service 😊,5,TRUE
�,5,TRUE
��,1,FALSE
>:(,1,FALSE
Loved the food !!............................................,5,TRUE
I found food quality has dropped in last 2 visits.,2,FALSE
Tasteless food and worst service ever😏,1,FALSE
"Grill was cold, bread was dry and hard, stock was stale... very poor quality food... disappointed...",1,FALSE
Buy 1 get 1 free is a good offer as per food quality and taste...,4,TRUE
Worst food in respect of taste and price I have ever tried in any restaurant.,1,FALSE
"Well for lunch they have a round big bun type bread where in the middle there are empty space which is filled with thick soup nd they also give 4 small bread piece. Enough nd healthy food for quick lunch nd u can drained it with a juice or drink. For dinner, of course the Jamacian chicken is good but they should take care they do not serve cold steam rice which they did last time when I was there and even after my complaint they didn't changed it.",3,FALSE
"Food is good, nothing exceptional. But the PRICE IS UNBEARABLE. Its not even an INTERNATIONAL FRANCHISE for gods sake! It's more costly than WESTIN and RADDISON in some cases",3,FALSE
The food seems to me quite okay and kids love also.,3,FALSE
food quantity less but price is very high. food is not international standard.Location is good.,3,FALSE
Went there two days after the Eid-ul-Azha. The food was not good at all. Specially the rice items were terrible. Their serving was very poor too. Overall - very poor service & food.,1,FALSE
Taste of pizza was too bad............................��,1,FALSE
"I had been there a few times .. May be its my taste buds, anyways I really enjoyed the Jamaican Grill, Veg Fried Rice, Green Apple Juice .. Excellent food comes with very friendly service .. Two thumbs up ..",5,TRUE
Food is the best standard in bangladesh. Atmostfare is very polished. Service is excellent.,5,TRUE
"The BOGO offer on wings is great. We had three flavors, all of which were good! Keep it up. :)",4,TRUE
Very good interior decoration. good staff and services. Foods have different taste: Jamaican BBQ is really tasty though the Original BBQ is ok. Cream of mushroom is served in a round shaped bread; very tasty and has different looks. All other food are also well garnished and good in taste. Price is high. Front of the restaurant looks like a garage.,4,TRUE
Simply it was really Good day With Good Food ....�������,4,TRUE
Food very nice. They must concentrate more on their service during bit rush hours in areas like: 1. Serving glass when guests come. I had to call the waiter many times for water glasses. Upon calling they did their job. 2. Green salad portion can be increased a bit in quatity as per price.... 3. For a birthday celebration as booked earlier they should have arranged a small cake. All in all its good. Above points are just some personal comments.,4,TRUE
Amount of food was very less in context of price. Food quality was average. They have wifi but didn't give us the password. (For Dhanmondi Branch),2,FALSE
"Good food, not so good management! They need to train their employees.",3,FALSE
Xoss place � Good atmosphere � I personally liked it �,5,TRUE
"The food was the worst.though the service was quite good.we had the jamaican grill with rice.the rice was tasteless,grill was no good at all.",1,FALSE
Taste: 2/10 Price: too much expensive An overrated restaurant it is!,1,FALSE
Amazing foods Fantastic interior Well behaved waiters Thumbs up,5,TRUE
Yesterday me with couple of my friends went there for ifter. The food was cold & may b pre cooked. The stuff's behavior was not friendly at all. We should have soft drinks with the packages but after giving the reminder of 3 times they didn't serve the drinks.,2,FALSE
"one of the best bbq, grills in town...love their their sehri / iftar meals... their food seem fresh... although I'd like to see a lil improvement on their mashed potatoe. it's a bit on the runny side... it's taste more like porridge than mashed potatoe, which should be a bit thick and dense... other than that, its worth it. i love their Jamaican and korean bbq meals �",4,TRUE
Due to too much of pressure for the Iftar maybe the quality wasn't up to the mark at all. Prome fritte was too bad. Otherwise it was always pleasant to go BBQ.,3,FALSE
The worst F&B service I have ever experienced today. They deliver me like freezing food and even after complain they repeatedly change and deliver the same freezing food for three times. Totally screwed up for Gulshan 2 outlet. :(,1,FALSE
I been there more times.. always satisfied with there services.. have a small place for Children play ..that is very supportive for little Child.,5,TRUE
Well that was something,5,TRUE
The food was good had an amazing experience :) would definitely recommend.,4,TRUE
The iftar platter quantity wise wasnt up the standard of what you would find in the advertisments.,3,FALSE
Iftar platter was too bad. The whole food was served cold. Rice was hard like hell. very disappointed with this iftar platter.,1,FALSE
Iftari platters are disgusting. Just tried it yesterday at gulshan branch. Tasteless and we all wasted the foods.,1,FALSE
"Went here today to have Ramadan Meal One (Jamaican grilled chicken) with my family...The meal was absolutely cold and the Jamaican grilled chicken, Chicken shashlik was hard!!! It was not delicious and filling meal at all, rather it was uneatable!!! I went there several times, but didn’t have this sort of experience before. If I knew that I have to eat this shit, I would have ordered the regular menu. It is absolutely cheating.",1,FALSE
"Actually i don't usually write reviews because i am a serious critic and my level of criticism is way too high. But honestly i like your restaurant more than anything. Your Korean bbq, Jamaican bbq are amazing. Wherever i go, office, friends house, no matter i physically go to restaurant or not i order these food through foodpanda or my driver. I reside in uttara and i hope one day they will open branch here. 10/10 food quality.",5,TRUE
"The food was good. Pasta was poor. But, the no of staff are very less. Can't manage. Don't visit there on Friday. There was almost none to check your requirements. Poor very poor. You pay a lot but you don't get even 20% of the service. Needs lots of improvement in terms of customer service.",2,FALSE
Its my favourite place.��� Best!!!! Nothing can beat their mashed potato�,5,TRUE
খাবার ভালোই ছিলো কিন্তু কিছুটা ঠান্ডা হয়ে গিয়েছিল এবং পরিমাণে কম ছিল।,3,FALSE
"The place has upgraded the entry, security system. Have parking lot. Well spaced. A bit pricey, but perfect for quiet dinners. The food takes a little more time to serve. But the food is decent They greet their guests while entering, which i have to mention, which is nice.",3,FALSE
"Package food on Pohela Boishak was really nice and delicious if I say personally. But the price of this package was not reasonable for all. Suggest that to increase the unit sales, price is to be reduced. Thanks",3,FALSE
"One should never order a pizza in this place. It was just below average standard. Home mades are far better than this. Code F 14: They attarct you by writing 20 pieces, but they don't tell you it's only a full chicken. Taka 1465 is not worthy of the plate at any standard of bd, may it be a chain shop. Code GC10: Jamaican chicken was good. Soup was good and had its signature mark with taste. Nice place but congested. ... Parking is a problem as usual. Security guards are eager for tips but has little idea of guiding a vehicle to park.",2,FALSE
I ordered kids meal for my baby.. and that chicken was smelling like a rotten egg... yaak!!.. and it was the second time that happened to me...they are so irresponsible... very unexpected...,1,FALSE
Food quality is disgusting. Price .. oh no need bank loan to order a full meal,1,FALSE
provide delicious food and amazing items. Really good.,5,TRUE
Your design works and campaigns are not communicative.. You should have professional people to handle these... Your FB page page don't represent an international brand sorry to say... And don't you use Olive oil any more!!,2,FALSE
For Jamaican Chicken I will visit there time and time :) #best_in_town,5,TRUE
Great foods and environment. I love this place very much.,5,TRUE
This is very good Place for family hangout.specially the play ground.and about food..It's really awesome &tasty.,4,TRUE
"The food was really good.We ordered a lot of food.And enjoyed almost all the items.My favorite was the mushroom soup. The Korean Charbroil Chicken had a better taste than the well-known Jamaican Grill.It had a smokey,tender and juicy flavor which is an absolute treat to your taste buds.Perfectly hot and spicy.Had a great time with my family!",4,TRUE
I've never had this franchise outside of Bangladesh. The food is good.I've been a few times and generally order the Jamaican Grill Chicken which is right and Mushroom soup to start. The ambience and decor is nice with dedicated areas for children's play and smokers balcony,4,TRUE
"We tried four different pizza.all tasted almost same.no salt,no spice,thin crust.the chef should learn how to make pizza.the kiwi chiller just had syrup and sprite in it.not a single piece of kiwi was there.tastes was also not upto the mark. Overall sucks.not coming again.",2,FALSE
The taste of food and the environment is awesome. Would love to be there again.,5,TRUE
One of the best restaurant in the city . ... that all i can say .,5,TRUE
Worst service. The waiters are very ill mannered. Never gonna come back,2,FALSE
Jamaican bbq were too awesome.... nice environment... thank goes to bbq,5,TRUE
Tasted the pane mushroom soup and the korean charbroiled chicken and they were a new experience for me.........as a foodie i look forward to go there again.,4,TRUE
Nice place with delicious food . :),5,TRUE
everything we took tasted good.4 star for the price which is a bit high.,4,TRUE
Well it is indeed one of my favourite restaurants in Dhaka because of the super tasty chicken and mushroom cream soup. But if I mention about the valentine platter particularly it was not really up to the mark! As it it suppose to be for two people but the rice given is not really enough for two people. Then there's this unnecessary � shaped sandwich! But yes if you talk about the chickens & the pricing comparing to other chicken platters then it was good to go!,4,TRUE
Overall good place with quality food...we'll go again��,5,TRUE
"Went to Gulshan Branch yesterday. I usually like their food but yesterday's service was the poorest! I didn't get 10% discount on SCB credit card though my bill was above TK. 3,000! Had to asked them couple of time to provide the promotional coupon. Very much disappointed!",2,FALSE
"good food, warm. Waiters needs to be more trained. The rest room should be clean.",3,FALSE
I had the pasta and I think something was wrong with the prawns. I had food poisoning afterwards and was sick. I also asked for butter to put on the bread but they didn't have it. The play area and balloons were nice,2,FALSE
Last time the foods test was too bad.i was the regular customer of bbq bt i feel slowly slowly the food test becoming low types...i m disappointed...,2,FALSE
It was buy one get one offer on pizza. Pizza was disaster. Worst pizza I have ever had .,2,FALSE
"went at dinner tonight at dhanmondi branch....food was good but I have question about the manners & etiquette of waiters. While I was waiting for my guest after reserving the seats, they asked me rudely as if my guest are coming or not they have other reservation (have to mention that only half an hour passed after I took the seats and half the reserved seats are filled already!!!). After challenging them why they didn't take my reservation earlier when I called, they started... to say they wanted the seats because some ppl just came and ask for seat (I don't see those reservation ppl coming at all that night)....in between the conservation, one waiter said they did 30k per day business as if I give a damn shit about it (30k per day!!! seriously!!! as a brand like yours.......com'on man so poor!!!). After ordering the starter and 1st round of order, they seemed surprised to ask us that 5 person and only 4 dishes!!! REALLY THIS IS THE WAY YOU BEHAVE WITH YOUR CUSTOMERS!!! If someone order food cost 200tk or 20000tk, both are your customers. You should give your staff proper lesson on manners then let them serve for your brand because its degrading the brand value.",1,FALSE
"I've been to bbq in gulshan 2 numerous times and on each occasion I've been thoroughly pleased. The atmosphere is nice, waiters friendly, tables clean and food delicious. Without going into too much detail, 2 dishes can universally be recommended here, the pane mushroom soup and the korean charbroiled chicken. Whether you've been to bbq already or it would be your first time, you won't be disappointed with those 2 items.",5,TRUE
Tastes up to the mark. Ambience at its best. Kids friendly.,5,TRUE
The jamaican grilled platter is really good.,5,TRUE
The food is great!,5,TRUE
"bb.q is easily one of the restaurants in the top bracket of Dhaka due to its unparalleled taste, service and the ambience it provides for its customers. Definitely one of my top most go to places to grab a heart quenching meal.",5,TRUE
"The jamaican grilled platter-do is amazing. The chicken is so juicy and the sides are so fresh. Bbq is definitely one of the best restaurants in Dhaka, undoubtedly. And if you dont like it, you probably eat trash. Lol I keep coming back again and again! The staff is super hospitable as well.",5,TRUE
Great place for a meal. Really liked the Korean charboiled chicken and the Paris wings. The service was pretty great as well.,5,TRUE
"Lol � love, reading the reviews here, like life stories. The food was great �.",5,TRUE
The food is sooooo awesomeeee. Every time I went to this bbq only for the best cooked bbq special chicken.,5,TRUE
"I don't understand why you don't inform your customers properly about your offers for them.it is really unexpected from a brand like you.you tell clearly the offer for pizza will be available on Saturday till further notice.but the truth is different.when we reach your dhanmondi branch after a long busy traffic,you say very easily the offer has ended without prior notice.this is how you serve your customer?don't know what is important to you?customer or profit?speechless... just now I saw some other reviews,I experienced you did the same with some other guests also.",1,FALSE
Set menu was great But the drinks were horrible,4,TRUE
"Environment is nice, food and prices terrible. Burger seems like only hot bread.",1,FALSE
"..................... BPL 2016 Grand Final ..................... ................................... at ....................................... ...................... Friday, 9th December ..................... ........................... 01822-684 250 .......................... ***************************************************************... 1# Southern Stand =main price 600tk =asking price 800tk . 2# Shahid Mushtaque =main price 1000tk =asking price 1500tk . 3# VIP Grand Stand =main price 5000tk =asking price 5500tk . 4# Hospitality Box =main price 12000tk =asking price 15000tk . """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" N.B : few tickets are available.......!! . hotline : 01822-684 250",5,TRUE
I just love your food :D Keep it up !!! Your korean charbroiled is excellent,5,TRUE
Just loved d quality food...... BBQ & combination pizza were amazing....���..... with my favourite raspberry smoothie ������,5,TRUE
"Very tasty food, clean and decent. I love this place.",4,TRUE
Love ur...Pizzas...........especially Korean charbroiled pizza,5,TRUE
Bit overpriced compared to their taste.Also the interior of dhanmondi branch is nothing special.,1,FALSE
One of my favorite place for having lunch and their value meals are great !! ��,5,TRUE
Not up to the mark service... Waiters insisting having certain items from the menu... Not quality food... n irrational price range!!! Disappointing......,2,FALSE
"In one word just ""AWESOME""",5,TRUE
"Food was ok but they robbed me by including items in the bill which I have not ordered and did not receive; I went to the cashier and before paying I have told him that I have not ordered this but he says its been billed and he is ""feeling dukkhito"" for this. I had an argument with the manager and was expecting something complimentary but he was also ""feeling dukkhito"" and said will consider me with good service next time as if I am a beggar to beg them for money or anything. I told them you all stole money and that's wrong and I don't live abroad so it does not matter whatever you do next time. VERY DISAPPOINTED WITH THEM AND WILL NEVER COME BACK WHEN I AM IN BANGALDESH.",1,FALSE
First of all foods are very delicious and also nice location. But I don't understand why they charged too much.,5,TRUE
Dhanmondi branch has the worst quality of food and the worst food quality of customer service. I have never been through such a horrible experience before. And that horrible experience incurred at a very high price. Will never visit again.,1,FALSE
